condition,drugName,sentiment_score,sentiment_label
Depression,Celexa,0.18333333333333335,Positive
Depression,Citalopram,-0.0857142857142857,Neutral
High Blood Pressure,Lisinopril,-0.05,Neutral
Depression,Desvenlafaxine,0.375,Positive
Depression,Mirtazapine,0.16,Positive
Depression,Bupropion,0.06500000000000003,Neutral
Depression,Deplin,0.045714285714285714,Neutral
Depression,Viibryd,-0.08961538461538462,Neutral
Depression,Viibryd,0.041904761904761924,Neutral
High Blood Pressure,Lotensin,0.0,Neutral
Depression,Zoloft,0.1661789772727273,Positive
Depression,Fluoxetine,0.2333333333333333,Positive
Depression,Citalopram,0.05222222222222224,Neutral
Depression,Bupropion,0.37857142857142856,Positive
Depression,Paroxetine,0.11833333333333333,Positive
"Diabetes, Type 2",Jardiance,0.03666666666666667,Neutral
High Blood Pressure,Cozaar,0.25833333333333336,Positive
Depression,Remeron,-0.02583333333333331,Neutral
Depression,Citalopram,0.09181818181818181,Neutral
"Diabetes, Type 2",Exenatide,0.03333333333333334,Neutral
Depression,Citalopram,0.20138888888888887,Positive
Depression,Zoloft,0.1337962962962963,Positive
Depression,Citalopram,-0.017628205128205118,Neutral
Depression,Venlafaxine,0.0,Neutral
Depression,Wellbutrin,-0.010000000000000009,Neutral
"Diabetes, Type 2",Invokana,0.13999999999999999,Positive
"Diabetes, Type 2",Victoza,0.5666666666666667,Positive
"Diabetes, Type 2",Dulaglutide,0.31428571428571433,Positive
Depression,Citalopram,0.11482142857142856,Positive
"Diabetes, Type 2",Dulaglutide,0.21875,Positive
Depression,Xanax,0.0,Neutral
Depression,Olanzapine,-0.20555555555555555,Negative
High Blood Pressure,Micardis HCT,0.016666666666666663,Neutral
Depression,Lexapro,0.0,Neutral
Depression,Wellbutrin XL,0.16032531194295901,Positive
"Diabetes, Type 2",Invokana,0.25404040404040407,Positive
"Diabetes, Type 2",Lantus,-0.4,Negative
High Blood Pressure,Lisinopril,0.026666666666666672,Neutral
"Diabetes, Type 2",Jentadueto,0.27999999999999997,Positive
Depression,Citalopram,-0.09054112554112557,Neutral
Depression,Fluoxetine,0.30000000000000004,Positive
Depression,Desvenlafaxine,0.16666666666666669,Positive
Depression,Remeron,0.15075757575757576,Positive
Depression,Venlafaxine,0.3333333333333333,Positive
Depression,Bupropion,-0.10227272727272728,Negative
Depression,Zoloft,0.75,Positive
Depression,Fluoxetine,0.12658730158730158,Positive
Depression,Sertraline,0.05,Neutral
Depression,Citalopram,0.11666666666666665,Positive
High Blood Pressure,Valsartan,-0.29583333333333334,Negative
Depression,Vilazodone,-0.04999999999999999,Neutral
Depression,Bupropion,-0.325417439703154,Negative
"Diabetes, Type 2",Exenatide,-0.115,Negative
"Diabetes, Type 2",Exenatide,0.2,Positive
Depression,Desvenlafaxine,0.35,Positive
Depression,Escitalopram,0.0,Neutral
Depression,Phenelzine,0.09166666666666667,Neutral
Depression,Venlafaxine,0.18555194805194805,Positive
Depression,Fluoxetine,0.5,Positive
Depression,Desvenlafaxine,0.8,Positive
Depression,Venlafaxine,0.13273809523809524,Positive
Depression,Desvenlafaxine,-0.0035714285714285726,Neutral
Depression,Pristiq,0.05,Neutral
"Diabetes, Type 2",Byetta,0.2583333333333333,Positive
High Blood Pressure,Amlodipine,0.2909722222222222,Positive
Depression,Sertraline,-0.10437538651824366,Negative
Depression,Celexa,0.10833333333333335,Positive
High Blood Pressure,Metoprolol,0.0,Neutral
"Diabetes, Type 2",Victoza,0.09595238095238096,Neutral
Depression,Vortioxetine,-0.00833333333333334,Neutral
Depression,Sertraline,-0.024999999999999994,Neutral
"Diabetes, Type 2",Trulicity,-0.1578125,Negative
Depression,Aripiprazole,-1.0,Negative
Depression,Vortioxetine,0.01651785714285714,Neutral
Depression,Alprazolam,1.0,Positive
"Diabetes, Type 2",Liraglutide,0.26,Positive
Depression,Lexapro,0.19,Positive
High Blood Pressure,Benicar,-0.2333333333333333,Negative
Depression,Amitriptyline,0.125,Positive
"Diabetes, Type 2",Glipizide,0.0,Neutral
Depression,Desvenlafaxine,0.12916666666666668,Positive
"Diabetes, Type 2",Liraglutide,0.17142857142857146,Positive
"Diabetes, Type 2",Albiglutide,0.08125000000000002,Neutral
"Diabetes, Type 2",Trulicity,0.1,Neutral
"Diabetes, Type 2",Metformin,0.21452380952380953,Positive
Depression,Vortioxetine,0.041791125541125546,Neutral
Depression,Lexapro,0.11568181818181818,Positive
Depression,Cymbalta,0.00833333333333333,Neutral
Depression,Escitalopram,0.5,Positive
Depression,Trintellix,0.1845959595959596,Positive
Depression,Selegiline,0.17407407407407405,Positive
Depression,Pristiq,0.25,Positive
"Diabetes, Type 2",Invokana,-0.05000000000000001,Neutral
Depression,Pristiq,-0.09583333333333334,Neutral
"Diabetes, Type 2",Byetta,-0.06999999999999999,Neutral
High Blood Pressure,Propranolol,0.5525,Positive
Depression,Vortioxetine,-0.25416666666666665,Negative
Depression,Viibryd,0.02685185185185185,Neutral
Depression,Bupropion,0.4828571428571428,Positive
Depression,Lamotrigine,0.22000000000000003,Positive
Depression,Escitalopram,0.14194805194805196,Positive
Depression,Vortioxetine,-0.2625,Negative
Depression,Wellbutrin XL,0.36250000000000004,Positive
Depression,Desvenlafaxine,0.0201388888888889,Neutral
High Blood Pressure,Avapro,-0.2222222222222222,Negative
High Blood Pressure,Bystolic,0.19166666666666665,Positive
Depression,Quetiapine,0.3871794871794872,Positive
"Diabetes, Type 2",Glyburide,0.0,Neutral
Depression,Venlafaxine,0.04375,Neutral
High Blood Pressure,Losartan,0.13571428571428573,Positive
Depression,Pristiq,-0.07469135802469135,Neutral
Depression,Venlafaxine,0.43333333333333335,Positive
High Blood Pressure,Moexipril,0.11726190476190476,Positive
Depression,Prozac,0.07999999999999999,Neutral
High Blood Pressure,Amlodipine,0.03777777777777778,Neutral
Depression,Viibryd,0.39999999999999997,Positive
Depression,Viibryd,-0.03333333333333332,Neutral
Depression,Sertraline,0.21944444444444444,Positive
"Diabetes, Type 2",Januvia,-0.03633509347795064,Neutral
Depression,Paliperidone,0.0,Neutral
High Blood Pressure,Nifedipine,-0.10925925925925925,Negative
Depression,Viibryd,0.1328125,Positive
Depression,Venlafaxine,0.05000000000000003,Neutral
Depression,Mirtazapine,0.18476190476190477,Positive
Depression,Vilazodone,0.04388888888888889,Neutral
Depression,Viibryd,-0.369047619047619,Negative
Depression,Venlafaxine,1.0,Positive
Depression,Escitalopram,0.22333333333333333,Positive
Depression,Wellbutrin XL,-0.04027777777777778,Neutral
High Blood Pressure,Twynsta,0.5,Positive
"Diabetes, Type 2",Dulaglutide,0.3111111111111111,Positive
"Diabetes, Type 2",Saxagliptin,-0.22999999999999998,Negative
Depression,Pristiq,0.05958284140102321,Neutral
Depression,Zyprexa,-0.18333333333333335,Negative
"Diabetes, Type 2",Trulicity,-0.525,Negative
High Blood Pressure,Valsartan,0.475,Positive
High Blood Pressure,Losartan,-0.23333333333333328,Negative
Depression,Celexa,-0.29285714285714287,Negative
Depression,Alprazolam,-0.31249999999999994,Negative
High Blood Pressure,Norvasc,0.03,Neutral
Depression,Pristiq,-0.2729166666666667,Negative
Depression,Abilify,0.1638888888888889,Positive
Depression,Citalopram,0.10352223534041714,Positive
Depression,Vortioxetine,-0.11904761904761904,Negative
High Blood Pressure,Methyldopa,0.10508658008658009,Positive
High Blood Pressure,Lisinopril,-0.16363636363636366,Negative
Depression,Fetzima,0.11500000000000002,Positive
High Blood Pressure,Irbesartan,0.13444444444444445,Positive
Depression,Escitalopram,0.13148148148148148,Positive
"Diabetes, Type 2",Jardiance,0.08102564102564104,Neutral
"Diabetes, Type 2",Insulin glargine,0.10034013605442176,Positive
Depression,Bupropion,-0.12916666666666668,Negative
Depression,Effexor XR,0.06666666666666668,Neutral
"Diabetes, Type 2",Farxiga,0.21428571428571427,Positive
High Blood Pressure,Valsartan,0.0,Neutral
"Diabetes, Type 2",Bydureon,0.06428571428571428,Neutral
"Diabetes, Type 2",Jardiance,-0.16666666666666666,Negative
Depression,Olanzapine,0.09571428571428572,Neutral
Depression,Vortioxetine,-0.016666666666666625,Neutral
Depression,Methylphenidate,0.049999999999999996,Neutral
"Diabetes, Type 2",Farxiga,0.10000000000000002,Positive
Depression,Viibryd,0.13385416666666666,Positive
High Blood Pressure,Hydrochlorothiazide / valsartan,0.26666666666666666,Positive
High Blood Pressure,Atenolol,-0.16285714285714284,Negative
Depression,Duloxetine,-0.013888888888888888,Neutral
Depression,Vilazodone,-0.08728070175438597,Neutral
Depression,Effexor XR,-0.09166666666666667,Neutral
Depression,Vortioxetine,-0.18333333333333335,Negative
"Diabetes, Type 2",Dulaglutide,-0.2448979591836735,Negative
Depression,Abilify,0.3166666666666667,Positive
Depression,Tramadol,0.36224489795918363,Positive
Depression,Paroxetine,0.25,Positive
Depression,Vilazodone,-0.19999999999999996,Negative
Depression,Bupropion,0.04999999999999999,Neutral
Depression,Deplin,-0.5,Negative
High Blood Pressure,Perindopril,0.21666666666666667,Positive
Depression,Duloxetine,0.2,Positive
Depression,Fluoxetine,0.02857142857142856,Neutral
Depression,Duloxetine,-0.16071428571428573,Negative
High Blood Pressure,Lisinopril,-0.11174242424242425,Negative
Depression,Desvenlafaxine,0.0033143939393939434,Neutral
Depression,Citalopram,0.2325,Positive
Depression,Citalopram,0.1875,Positive
High Blood Pressure,Hydrochlorothiazide / olmesartan,0.05833333333333338,Neutral
"Diabetes, Type 2",Dulaglutide,0.25,Positive
Depression,Alprazolam,0.8,Positive
High Blood Pressure,Hydrochlorothiazide / irbesartan,0.3566233766233767,Positive
Depression,Pristiq,0.3333333333333334,Positive
"Diabetes, Type 2",Victoza,0.11964285714285715,Positive
Depression,Vortioxetine,-0.05000000000000001,Neutral
Depression,Escitalopram,0.11481481481481483,Positive
"Diabetes, Type 2",Dulaglutide,-0.28124999999999994,Negative
Depression,Desvenlafaxine,0.0731060606060606,Neutral
Depression,Quetiapine,0.11333333333333333,Positive
Depression,Tramadol,-0.03511904761904762,Neutral
Depression,Pristiq,0.07916666666666668,Neutral
Depression,Fluvoxamine,0.0625,Neutral
High Blood Pressure,Nebivolol,-0.125,Negative
Depression,Venlafaxine,-0.1448051948051948,Negative
Depression,Cymbalta,0.20925925925925926,Positive
Depression,Citalopram,0.024999999999999994,Neutral
Depression,Bupropion,0.04583333333333334,Neutral
Depression,Zoloft,-0.03576388888888891,Neutral
"Diabetes, Type 2",Canagliflozin,0.21666666666666665,Positive
Depression,Sertraline,0.47500000000000003,Positive
Depression,Vyvanse,-0.0634920634920635,Neutral
Depression,Escitalopram,0.10104166666666668,Positive
Depression,Celexa,0.15833333333333335,Positive
Depression,Sertraline,0.17604166666666665,Positive
Depression,Viibryd,-0.16666666666666666,Negative
"Diabetes, Type 2",Invokana,0.08680555555555554,Neutral
Depression,Paxil CR,0.2435064935064935,Positive
Depression,Effexor XR,-0.13333333333333333,Negative
Depression,Bupropion,0.25,Positive
High Blood Pressure,Cozaar,0.2880952380952381,Positive
"Diabetes, Type 2",Invokana,0.09150974025974026,Neutral
Depression,Wellbutrin,0.24,Positive
Depression,Bupropion,0.128921568627451,Positive
High Blood Pressure,Losartan,0.3125,Positive
High Blood Pressure,Nebivolol,-0.04472222222222222,Neutral
Depression,Pristiq,0.35,Positive
High Blood Pressure,Atenolol,0.3,Positive
Depression,Effexor XR,0.04642857142857144,Neutral
"Diabetes, Type 2",Empagliflozin,0.0,Neutral
Depression,Amitriptyline,0.12111111111111113,Positive
Depression,Bupropion,0.2,Positive
Depression,Effexor XR,0.475,Positive
Depression,Fluoxetine,0.075,Neutral
Depression,Fluoxetine,0.08636363636363636,Neutral
Depression,Citalopram,0.38787878787878777,Positive
Depression,Mirtazapine,-0.32222222222222224,Negative
Depression,Citalopram,0.14583333333333334,Positive
Depression,Lexapro,0.6666666666666666,Positive
High Blood Pressure,Twynsta,0.1875,Positive
High Blood Pressure,Diovan HCT,-0.125,Negative
"Diabetes, Type 2",Dulaglutide,0.03958333333333334,Neutral
High Blood Pressure,Losartan,0.43333333333333335,Positive
"Diabetes, Type 2",Dulaglutide,0.06666666666666667,Neutral
Depression,Fluoxetine / olanzapine,0.1275,Positive
Depression,L-methylfolate,0.3416666666666667,Positive
Depression,Vortioxetine,0.18636363636363634,Positive
Depression,Lexapro,0.0,Neutral
Depression,Cymbalta,0.0,Neutral
Depression,Lexapro,-0.03333333333333333,Neutral
Depression,Fluoxetine,0.0,Neutral
Depression,Fluoxetine,0.13212121212121214,Positive
Depression,Vilazodone,0.1611607142857143,Positive
Depression,Sertraline,0.11631944444444443,Positive
"Diabetes, Type 2",Lantus,-0.15625,Negative
Depression,Mirtazapine,0.16818181818181818,Positive
"Diabetes, Type 2",Glimepiride,0.1611111111111111,Positive
Depression,Bupropion,0.05833333333333333,Neutral
Depression,Pristiq,0.0,Neutral
High Blood Pressure,Telmisartan,0.075,Neutral
"Diabetes, Type 2",Invokana,-0.08750000000000002,Neutral
Depression,Brexpiprazole,0.19360795454545454,Positive
Depression,Prozac,0.1794642857142857,Positive
Depression,Citalopram,0.1313888888888889,Positive
"Diabetes, Type 2",Exenatide,-0.06666666666666667,Neutral
Depression,Prozac,0.05449810606060605,Neutral
Depression,Paroxetine,-0.13333333333333333,Negative
High Blood Pressure,Benicar,0.32222222222222224,Positive
Depression,Zoloft,0.18095238095238098,Positive
Depression,Effexor XR,0.085,Neutral
"Diabetes, Type 2",Amaryl,0.85,Positive
High Blood Pressure,Benicar,-0.13476190476190478,Negative
"Diabetes, Type 2",Bydureon,0.004074074074074069,Neutral
Depression,Pristiq,0.3240740740740741,Positive
Depression,Viibryd,0.007179487179487192,Neutral
"Diabetes, Type 2",Dulaglutide,-0.09999999999999992,Neutral
"Diabetes, Type 2",Liraglutide,-0.07799999999999997,Neutral
High Blood Pressure,Lisinopril,0.39166666666666666,Positive
Depression,Rexulti,-0.09166666666666666,Neutral
"Diabetes, Type 2",Bydureon,0.03525641025641027,Neutral
Depression,Duloxetine,0.75,Positive
"Diabetes, Type 2",Bydureon,0.04464285714285714,Neutral
"Diabetes, Type 2",Dulaglutide,-0.2821428571428571,Negative
Depression,Trintellix,0.17666666666666667,Positive
Depression,Vortioxetine,-0.3,Negative
Depression,Emsam,0.17407407407407405,Positive
Depression,Symbyax,0.0,Neutral
"Diabetes, Type 2",Victoza,-0.19999999999999998,Negative
High Blood Pressure,Bystolic,0.020769230769230797,Neutral
Depression,Sertraline,0.04999999999999999,Neutral
Depression,Lexapro,-0.29833333333333334,Negative
Depression,Pristiq,0.16029684601113173,Positive
High Blood Pressure,Edarbi,0.13999999999999999,Positive
Depression,Sertraline,0.1876984126984127,Positive
Depression,Cymbalta,0.07760416666666667,Neutral
Depression,Vortioxetine,0.2111111111111111,Positive
High Blood Pressure,Benicar,0.0,Neutral
"Diabetes, Type 2",Dulaglutide,-0.21250000000000005,Negative
Depression,Fetzima,-0.15,Negative
Depression,Trintellix,0.30000000000000004,Positive
Depression,Aripiprazole,0.15000000000000005,Positive
Depression,Paroxetine,-0.04523809523809524,Neutral
Depression,Lamotrigine,0.62,Positive
Depression,St. john's wort,0.047933884297520664,Neutral
Depression,Escitalopram,0.16442307692307695,Positive
"Diabetes, Type 2",Liraglutide,-0.06666666666666667,Neutral
High Blood Pressure,Amlodipine,0.36818181818181817,Positive
Depression,Venlafaxine,0.115625,Positive
Depression,Vortioxetine,0.0,Neutral
Depression,Fluoxetine,0.02291666666666667,Neutral
High Blood Pressure,Exforge,-0.03125,Neutral
"Diabetes, Type 2",Liraglutide,-0.3291666666666666,Negative
High Blood Pressure,Hydrochlorothiazide,0.12748917748917746,Positive
Depression,Fluoxetine,-0.13392857142857145,Negative
Depression,Venlafaxine,0.22000000000000003,Positive
"Diabetes, Type 2",Victoza,0.23541666666666666,Positive
"Diabetes, Type 2",Dulaglutide,0.19999999999999998,Positive
"Diabetes, Type 2",Victoza,0.3181818181818182,Positive
Depression,Cymbalta,0.15000000000000005,Positive
Depression,Mirtazapine,0.6,Positive
Depression,Mirtazapine,0.21287878787878786,Positive
High Blood Pressure,Diltiazem,-0.30000000000000004,Negative
Depression,Pristiq,0.048611111111111105,Neutral
"Diabetes, Type 2",Trulicity,0.20952380952380953,Positive
Depression,Citalopram,0.11944444444444441,Positive
Depression,Lexapro,-0.06770833333333333,Neutral
"Diabetes, Type 2",Victoza,0.08095238095238093,Neutral
High Blood Pressure,Hydrochlorothiazide,-0.045138888888888874,Neutral
Depression,L-methylfolate,0.036666666666666695,Neutral
Depression,Wellbutrin XL,0.08,Neutral
"Diabetes, Type 2",Victoza,-0.08979591836734692,Neutral
Depression,Abilify,0.65,Positive
Depression,Venlafaxine,0.07625000000000001,Neutral
Depression,Modafinil,0.09199134199134198,Neutral
Depression,Amitriptyline / chlordiazepoxide,0.25,Positive
High Blood Pressure,Losartan,-0.21428571428571427,Negative
"Diabetes, Type 2",Exenatide,0.09553571428571431,Neutral
"Diabetes, Type 2",Farxiga,0.0,Neutral
Depression,Fluoxetine,0.14375,Positive
Depression,Desvenlafaxine,0.03461538461538463,Neutral
Depression,Lexapro,0.07471590909090908,Neutral
"Diabetes, Type 2",Dulaglutide,0.22083333333333333,Positive
Depression,Pristiq,0.05740740740740743,Neutral
Depression,Citalopram,-0.05744047619047619,Neutral
"Diabetes, Type 2",Linagliptin,-0.010000000000000002,Neutral
High Blood Pressure,Diovan,-0.05,Neutral
Depression,Citalopram,0.45,Positive
Depression,Wellbutrin XL,0.15555555555555556,Positive
Depression,Bupropion,-0.07142857142857142,Neutral
High Blood Pressure,Lisinopril,0.24642857142857144,Positive
High Blood Pressure,Enalapril,0.0,Neutral
"Diabetes, Type 2",Victoza,0.21012396694214877,Positive
Depression,Celexa,0.03690476190476192,Neutral
"Diabetes, Type 2",Liraglutide,0.3666666666666667,Positive
"Diabetes, Type 2",Dapagliflozin,0.18888888888888888,Positive
Depression,Fetzima,0.13961640211640214,Positive
Depression,Pristiq,0.13106060606060607,Positive
High Blood Pressure,Amlodipine / hydrochlorothiazide / olmesartan,0.08074074074074077,Neutral
Depression,Venlafaxine,0.0,Neutral
Depression,Venlafaxine,0.0666666666666667,Neutral
Depression,Celexa,0.1585115864527629,Positive
"Diabetes, Type 2",Invokana,-0.1499999999999999,Negative
Depression,Desvenlafaxine,-0.21666666666666665,Negative
Depression,Deplin,0.41250000000000003,Positive
Depression,Aripiprazole,0.17812499999999998,Positive
"Diabetes, Type 2",Exenatide,0.16875,Positive
"Diabetes, Type 2",Sitagliptin,0.10972222222222222,Positive
"Diabetes, Type 2",Bydureon,0.12000000000000002,Positive
Depression,Mirtazapine,0.3958333333333333,Positive
High Blood Pressure,Tenormin,0.0,Neutral
Depression,Viibryd,0.037662337662337654,Neutral
Depression,Bupropion,0.13333333333333333,Positive
High Blood Pressure,Edarbyclor,0.14166666666666666,Positive
"Diabetes, Type 2",Dulaglutide,-0.10067340067340066,Negative
Depression,Vilazodone,-0.01776556776556778,Neutral
Depression,Venlafaxine,0.04642857142857144,Neutral
Depression,Venlafaxine,-0.16666666666666666,Negative
Depression,Venlafaxine,0.0725,Neutral
Depression,Escitalopram,0.35000000000000003,Positive
"Diabetes, Type 2",Dulaglutide,0.022619047619047615,Neutral
High Blood Pressure,Nebivolol,0.35606060606060597,Positive
Depression,Paxil,0.22666666666666666,Positive
Depression,Cymbalta,0.3333333333333333,Positive
Depression,Lexapro,0.07464646464646464,Neutral
Depression,Parnate,0.0,Neutral
Depression,Viibryd,-0.06128205128205128,Neutral
Depression,Escitalopram,-0.004305555555555551,Neutral
Depression,Fluoxetine,-0.10833333333333332,Negative
Depression,Celexa,0.016666666666666673,Neutral
"Diabetes, Type 2",Invokana,-0.1746794871794872,Negative
Depression,Desvenlafaxine,-0.056666666666666664,Neutral
Depression,Alprazolam,0.6,Positive
Depression,Cymbalta,0.2761904761904762,Positive
"Diabetes, Type 2",Canagliflozin,0.5015306122448979,Positive
Depression,Methylphenidate,-0.28125,Negative
Depression,Parnate,0.2109375,Positive
High Blood Pressure,Amlodipine,-0.01666666666666667,Neutral
Depression,Sertraline,-0.04970833333333333,Neutral
Depression,Escitalopram,0.1659090909090909,Positive
Depression,Effexor XR,0.425,Positive
Depression,Vilazodone,0.02007575757575758,Neutral
Depression,L-methylfolate,0.3357142857142857,Positive
"Diabetes, Type 2",Dulaglutide,-0.013833333333333326,Neutral
Depression,Wellbutrin SR,0.09097222222222223,Neutral
Depression,Citalopram,-0.01623376623376624,Neutral
Depression,Mirtazapine,0.13833333333333334,Positive
"Diabetes, Type 2",GlipiZIDE XL,0.12212121212121212,Positive
High Blood Pressure,Hydrochlorothiazide / telmisartan,0.30238095238095236,Positive
Depression,Mirtazapine,0.1375,Positive
"Diabetes, Type 2",Liraglutide,0.0,Neutral
Depression,Imipramine,0.24529220779220787,Positive
High Blood Pressure,Verapamil,-0.09285714285714286,Neutral
Depression,Cymbalta,-0.3267857142857143,Negative
"Diabetes, Type 2",Canagliflozin,0.05897435897435899,Neutral
High Blood Pressure,Atenolol,-0.0875,Neutral
Depression,Amitriptyline,0.16249999999999998,Positive
Depression,Parnate,0.2549107142857143,Positive
"Diabetes, Type 2",Trulicity,0.00833333333333334,Neutral
High Blood Pressure,Irbesartan,0.23333333333333334,Positive
Depression,Aripiprazole,0.12946428571428573,Positive
Depression,Viibryd,0.010698051948051937,Neutral
"Diabetes, Type 2",Exenatide,0.06477272727272727,Neutral
High Blood Pressure,Olmesartan,-0.11499999999999999,Negative
"Diabetes, Type 2",Pioglitazone,-0.05,Neutral
High Blood Pressure,Lisinopril,0.0,Neutral
Depression,Prozac,-0.25,Negative
Depression,Wellbutrin SR,0.27727272727272734,Positive
Depression,Trintellix,0.32916666666666666,Positive
Depression,Escitalopram,0.2,Positive
"Diabetes, Type 2",Dulaglutide,0.33,Positive
"Diabetes, Type 2",Liraglutide,0.05833333333333334,Neutral
Depression,Venlafaxine,0.15000000000000002,Positive
Depression,Cymbalta,-1.0,Negative
"Diabetes, Type 2",Levemir,0.03333333333333332,Neutral
Depression,Sertraline,0.09,Neutral
High Blood Pressure,Hydrochlorothiazide,-0.22999999999999998,Negative
Depression,Wellbutrin,0.06500000000000003,Neutral
Depression,Bupropion,0.13416666666666668,Positive
Depression,Wellbutrin,-0.013732993197278906,Neutral
Depression,Trintellix,-0.05204081632653062,Neutral
Depression,Celexa,-0.06875,Neutral
Depression,Vortioxetine,-0.0057692307692307826,Neutral
Depression,Fluoxetine,0.09285714285714286,Neutral
"Diabetes, Type 2",Bydureon,0.03333333333333334,Neutral
High Blood Pressure,Benicar,-0.11499999999999999,Negative
Depression,Remeron,0.16,Positive
Depression,Zoloft,0.00833333333333334,Neutral
Depression,Sertraline,0.23259259259259263,Positive
Depression,Desvenlafaxine,-1.0,Negative
"Diabetes, Type 2",Dulaglutide,0.011666666666666659,Neutral
"Diabetes, Type 2",Dulaglutide,0.21527777777777773,Positive
"Diabetes, Type 2",Victoza,0.15625,Positive
"Diabetes, Type 2",Trulicity,0.1701719576719577,Positive
Depression,Desvenlafaxine,0.015454545454545448,Neutral
"Diabetes, Type 2",Exenatide,0.06825396825396825,Neutral
High Blood Pressure,Aliskiren,0.2644444444444444,Positive
"Diabetes, Type 2",Invokana,0.15,Positive
Depression,Bupropion,-0.03318181818181819,Neutral
"Diabetes, Type 2",Dulaglutide,0.1,Neutral
"Diabetes, Type 2",Victoza,0.26,Positive
Depression,Paxil,0.1462121212121212,Positive
Depression,Desvenlafaxine,-0.05069444444444443,Neutral
Depression,Venlafaxine,-0.03343253968253968,Neutral
Depression,Aripiprazole,0.18333333333333335,Positive
Depression,Vortioxetine,-0.19166666666666662,Negative
Depression,Bupropion,-0.19583333333333333,Negative
Depression,Wellbutrin SR,0.18333333333333335,Positive
High Blood Pressure,Valsartan,0.0,Neutral
Depression,Cymbalta,-0.09999999999999998,Neutral
Depression,Pristiq,0.06666666666666667,Neutral
Depression,Citalopram,-0.4,Negative
High Blood Pressure,Edarbyclor,0.0,Neutral
High Blood Pressure,Amlodipine,-0.19722222222222222,Negative
Depression,Escitalopram,0.1645833333333333,Positive
Depression,Celexa,0.13333333333333333,Positive
Depression,Venlafaxine,-0.10185185185185185,Negative
Depression,Lexapro,0.48333333333333334,Positive
Depression,Viibryd,-0.0657312925170068,Neutral
"Diabetes, Type 2",Canagliflozin,0.15,Positive
Depression,Seroquel XR,-0.05,Neutral
Depression,Zyprexa,0.17500000000000002,Positive
Depression,Sertraline,0.06363636363636363,Neutral
Depression,Mirtazapine,-0.005952380952380951,Neutral
Depression,Viibryd,0.05416666666666666,Neutral
High Blood Pressure,Verapamil,-0.255,Negative
"Diabetes, Type 2",Trulicity,-0.0214285714285714,Neutral
Depression,Niacin,0.20333333333333334,Positive
High Blood Pressure,Benicar,0.05,Neutral
"Diabetes, Type 2",Exenatide,0.35000000000000003,Positive
Depression,Bupropion,0.04814814814814815,Neutral
Depression,Wellbutrin XL,0.20643939393939395,Positive
Depression,Wellbutrin,-0.04444444444444445,Neutral
Depression,Duloxetine,0.018607954545454546,Neutral
Depression,Duloxetine,0.09375,Neutral
High Blood Pressure,Toprol-XL,0.1625,Positive
High Blood Pressure,Azor,0.0234375,Neutral
Depression,Wellbutrin XL,0.09255050505050506,Neutral
"Diabetes, Type 2",Liraglutide,-0.18888888888888888,Negative
Depression,Vortioxetine,0.00468749999999999,Neutral
Depression,Vilazodone,0.29,Positive
Depression,Effexor XR,0.21172161172161172,Positive
"Diabetes, Type 2",Canagliflozin,0.27499999999999997,Positive
"Diabetes, Type 2",Liraglutide,0.8,Positive
Depression,Cymbalta,-0.4966666666666667,Negative
High Blood Pressure,Nebivolol,-0.1090909090909091,Negative
"Diabetes, Type 2",Metformin / sitagliptin,-0.3499999999999999,Negative
Depression,Paroxetine,0.1,Neutral
Depression,Mirtazapine,0.10833333333333335,Positive
"Diabetes, Type 2",Bydureon,-0.1318181818181818,Negative
"Diabetes, Type 2",Exenatide,0.06428571428571428,Neutral
Depression,Venlafaxine,-0.15,Negative
"Diabetes, Type 2",Insulin aspart / insulin aspart protamine,0.12159090909090908,Positive
Depression,Desvenlafaxine,-0.01038961038961039,Neutral
High Blood Pressure,Spironolactone,0.1,Neutral
"Diabetes, Type 2",Dulaglutide,0.2888888888888889,Positive
Depression,Desvenlafaxine,-0.12968749999999998,Negative
Depression,Fetzima,-0.03461538461538462,Neutral
"Diabetes, Type 2",Byetta,0.3266666666666667,Positive
Depression,Seroquel,0.5,Positive
Depression,Wellbutrin,0.0026960784313725525,Neutral
Depression,Remeron,0.29814814814814816,Positive
Depression,Prozac,-0.24833333333333332,Negative
Depression,Mirtazapine,0.23770661157024794,Positive
Depression,Sertraline,0.022058823529411763,Neutral
Depression,Tranylcypromine,0.02518939393939393,Neutral
Depression,Escitalopram,0.037500000000000006,Neutral
Depression,Citalopram,-0.01439393939393939,Neutral
High Blood Pressure,Hydrochlorothiazide / olmesartan,-0.11136363636363636,Negative
Depression,Bupropion,0.15833333333333335,Positive
High Blood Pressure,Felodipine,0.0,Neutral
Depression,Mirtazapine,0.4,Positive
High Blood Pressure,Benicar HCT,0.03125,Neutral
Depression,Escitalopram,0.1875,Positive
Depression,Effexor XR,0.26481481481481484,Positive
Depression,Wellbutrin XL,0.1375,Positive
Depression,Risperdal,0.08916666666666667,Neutral
Depression,Venlafaxine,0.0,Neutral
High Blood Pressure,Azor,0.8,Positive
Depression,Cymbalta,0.015714285714285715,Neutral
"Diabetes, Type 2",Liraglutide,0.16962962962962966,Positive
Depression,Zoloft,0.15,Positive
High Blood Pressure,Hydrochlorothiazide / olmesartan,0.15,Positive
Depression,Trintellix,0.0,Neutral
Depression,Vortioxetine,0.079004329004329,Neutral
Depression,Cymbalta,0.12,Positive
Depression,Sertraline,0.009166666666666674,Neutral
